i,pp,polls,t,m,o,mt,mm
1, 1, 1,759.495167ms,19606856,2.4335ms,66696
1, 2, 1,1.22557125s,8437664,2.587041ms,40888
1, 10, 1,4.518444709s,134549736,3.701875ms,44376
1, 100, 1,36.425946041s,1298303320,3.50575ms,69480
1, 1000, 1,5m14.682832583s,7776348320,9.104333ms,345320
1, 3000, 1,18m43.373030833s,5949667248, 16.737708ms,990488
1, 5000, 1, 34m53.026812s,43606370472,28.412584ms,1545528
